user_id,product_id,interaction_type,score,age,skin_type
user_011,prod_1158,viewed,2.5,23,Sensitive
user_011,prod_1080,viewed,2.5,23,Sensitive
user_011,prod_427,viewed,2.5,23,Sensitive
user_011,prod_717,viewed,2.5,23,Sensitive
user_011,prod_128,viewed,1.0,23,Sensitive
user_011,prod_1181,viewed,1.0,23,Sensitive
user_012,prod_570,liked,5.0,22,Normal
user_012,prod_1124,liked,5.0,22,Normal
user_012,prod_1055,liked,5.0,22,Normal
user_012,prod_609,liked,5.0,22,Normal
user_012,prod_714,liked,5.0,22,Normal
user_012,prod_162,liked,5.0,22,Normal
user_012,prod_1018,liked,5.0,22,Normal
user_012,prod_682,liked,5.0,22,Normal
user_012,prod_148,liked,5.0,22,Normal
user_012,prod_173,liked,5.0,22,Normal
user_012,prod_12,viewed,2.5,22,Normal
user_012,prod_1022,viewed,2.5,22,Normal
user_012,prod_878,viewed,2.5,22,Normal
user_012,prod_498,viewed,2.5,22,Normal
user_012,prod_522,viewed,2.5,22,Normal
user_012,prod_90,viewed,1.0,22,Normal
user_012,prod_39,viewed,1.0,22,Normal
user_013,prod_576,liked,5.0,28,Dry
user_013,prod_393,liked,5.0,28,Dry
user_013,prod_1039,liked,5.0,28,Dry
user_013,prod_92,liked,5.0,28,Dry
user_013,prod_1097,liked,5.0,28,Dry
user_013,prod_910,liked,5.0,28,Dry
user_013,prod_1054,liked,5.0,28,Dry
user_013,prod_908,liked,5.0,28,Dry
user_013,prod_832,liked,5.0,28,Dry
user_013,prod_674,liked,5.0,28,Dry
user_013,prod_878,viewed,2.5,28,Dry
user_013,prod_906,viewed,2.5,28,Dry
user_013,prod_95,viewed,2.5,28,Dry
user_013,prod_718,viewed,2.5,28,Dry
user_013,prod_637,viewed,2.5,28,Dry
user_013,prod_684,viewed,1.0,28,Dry
user_013,prod_286,viewed,1.0,28,Dry
user_014,prod_1103,liked,5.0,31,Combination
user_014,prod_159,liked,5.0,31,Combination
user_014,prod_1180,liked,5.0,31,Combination
user_014,prod_550,liked,5.0,31,Combination
user_014,prod_335,liked,5.0,31,Combination
user_014,prod_341,liked,5.0,31,Combination
user_014,prod_1052,liked,5.0,31,Combination
user_014,prod_1090,liked,5.0,31,Combination
user_014,prod_1149,liked,5.0,31,Combination
user_014,prod_174,liked,5.0,31,Combination
user_014,prod_586,viewed,2.5,31,Combination
user_014,prod_162,viewed,2.5,31,Combination
user_014,prod_954,viewed,2.5,31,Combination
user_014,prod_826,viewed,2.5,31,Combination
user_014,prod_386,viewed,2.5,31,Combination
user_014,prod_139,viewed,1.0,31,Combination
user_014,prod_1050,viewed,1.0,31,Combination
user_015,prod_432,liked,5.0,20,Normal
user_015,prod_1055,liked,5.0,20,Normal
user_015,prod_1003,liked,5.0,20,Normal
user_015,prod_1124,liked,5.0,20,Normal
user_015,prod_148,liked,5.0,20,Normal
user_015,prod_173,liked,5.0,20,Normal
user_015,prod_609,liked,5.0,20,Normal
user_015,prod_714,liked,5.0,20,Normal
user_015,prod_162,liked,5.0,20,Normal
user_015,prod_682,liked,5.0,20,Normal
user_015,prod_1151,viewed,2.5,20,Normal
user_015,prod_1127,viewed,2.5,20,Normal
user_015,prod_636,viewed,2.5,20,Normal
user_015,prod_283,viewed,2.5,20,Normal
user_015,prod_1053,viewed,2.5,20,Normal
user_015,prod_686,viewed,1.0,20,Normal
user_015,prod_782,viewed,1.0,20,Normal
user_016,prod_393,liked,5.0,21,Dry
user_016,prod_908,liked,5.0,21,Dry
user_016,prod_910,liked,5.0,21,Dry
user_016,prod_674,liked,5.0,21,Dry
user_016,prod_1095,liked,5.0,21,Dry
user_016,prod_1097,liked,5.0,21,Dry
user_016,prod_36,liked,5.0,21,Dry
user_016,prod_832,liked,5.0,21,Dry
user_016,prod_92,liked,5.0,21,Dry
user_016,prod_1054,liked,5.0,21,Dry
user_016,prod_780,viewed,2.5,21,Dry
user_016,prod_505,viewed,2.5,21,Dry
user_016,prod_816,viewed,2.5,21,Dry
user_016,prod_924,viewed,2.5,21,Dry
user_016,prod_695,viewed,2.5,21,Dry
user_016,prod_1102,viewed,1.0,21,Dry
user_016,prod_737,viewed,1.0,21,Dry
user_017,prod_1090,liked,5.0,38,Combination
user_017,prod_1149,liked,5.0,38,Combination
user_017,prod_1180,liked,5.0,38,Combination
user_017,prod_430,liked,5.0,38,Combination
user_017,prod_1103,liked,5.0,38,Combination
user_017,prod_1052,liked,5.0,38,Combination
user_017,prod_17,liked,5.0,38,Combination
user_017,prod_550,liked,5.0,38,Combination
user_017,prod_159,liked,5.0,38,Combination
user_017,prod_335,liked,5.0,38,Combination
user_017,prod_881,viewed,2.5,38,Combination
user_017,prod_1042,viewed,2.5,38,Combination
user_017,prod_745,viewed,2.5,38,Combination
user_017,prod_498,viewed,2.5,38,Combination
user_017,prod_368,viewed,2.5,38,Combination
user_017,prod_705,viewed,1.0,38,Combination
user_017,prod_355,viewed,1.0,38,Combination
user_018,prod_221,liked,5.0,23,Sensitive
user_018,prod_596,liked,5.0,23,Sensitive
user_018,prod_825,liked,5.0,23,Sensitive
user_018,prod_723,liked,5.0,23,Sensitive
user_018,prod_127,liked,5.0,23,Sensitive
user_018,prod_189,liked,5.0,23,Sensitive
user_018,prod_846,liked,5.0,23,Sensitive
user_018,prod_331,liked,5.0,23,Sensitive
user_018,prod_609,liked,5.0,23,Sensitive
user_018,prod_408,liked,5.0,23,Sensitive
user_018,prod_1057,viewed,2.5,23,Sensitive
user_018,prod_837,viewed,2.5,23,Sensitive
user_018,prod_776,viewed,2.5,23,Sensitive
user_018,prod_903,viewed,2.5,23,Sensitive
user_018,prod_940,viewed,2.5,23,Sensitive
user_018,prod_557,viewed,1.0,23,Sensitive
user_018,prod_327,viewed,1.0,23,Sensitive
user_019,prod_430,liked,5.0,20,Combination
user_019,prod_335,liked,5.0,20,Combination
user_019,prod_1103,liked,5.0,20,Combination
user_019,prod_174,liked,5.0,20,Combination
user_019,prod_1052,liked,5.0,20,Combination
user_019,prod_159,liked,5.0,20,Combination
user_019,prod_1149,liked,5.0,20,Combination
user_019,prod_1090,liked,5.0,20,Combination
user_019,prod_1180,liked,5.0,20,Combination
user_019,prod_17,liked,5.0,20,Combination
user_019,prod_771,viewed,2.5,20,Combination
user_019,prod_662,viewed,2.5,20,Combination
user_019,prod_605,viewed,2.5,20,Combination
user_019,prod_1009,viewed,2.5,20,Combination
user_019,prod_862,viewed,2.5,20,Combination
user_019,prod_991,viewed,1.0,20,Combination
user_019,prod_924,viewed,1.0,20,Combination
user_020,prod_570,liked,5.0,27,Normal
user_020,prod_682,liked,5.0,27,Normal
user_020,prod_714,liked,5.0,27,Normal
user_020,prod_148,liked,5.0,27,Normal
user_020,prod_173,liked,5.0,27,Normal
user_020,prod_1003,liked,5.0,27,Normal
user_020,prod_1124,liked,5.0,27,Normal
user_020,prod_432,liked,5.0,27,Normal
user_020,prod_1055,liked,5.0,27,Normal
user_020,prod_609,liked,5.0,27,Normal
user_020,prod_1022,viewed,2.5,27,Normal
user_020,prod_283,viewed,2.5,27,Normal
user_020,prod_718,viewed,2.5,27,Normal
user_020,prod_1,viewed,2.5,27,Normal
user_020,prod_523,viewed,2.5,27,Normal
user_020,prod_855,viewed,1.0,27,Normal
user_020,prod_947,viewed,1.0,27,Normal
user_021,prod_148,liked,5.0,28,Normal
user_021,prod_432,liked,5.0,28,Normal
user_021,prod_173,liked,5.0,28,Normal
user_021,prod_1124,liked,5.0,28,Normal
user_021,prod_1055,liked,5.0,28,Normal
user_021,prod_1018,liked,5.0,28,Normal
user_021,prod_162,liked,5.0,28,Normal
user_021,prod_1003,liked,5.0,28,Normal
user_021,prod_570,liked,5.0,28,Normal
user_021,prod_714,liked,5.0,28,Normal
user_021,prod_27,viewed,2.5,28,Normal
user_021,prod_513,viewed,2.5,28,Normal
user_021,prod_1044,viewed,2.5,28,Normal
user_021,prod_1082,viewed,2.5,28,Normal
user_021,prod_670,viewed,2.5,28,Normal
user_021,prod_872,viewed,1.0,28,Normal
user_021,prod_798,viewed,1.0,28,Normal
user_022,prod_825,liked,5.0,22,Sensitive
user_022,prod_331,liked,5.0,22,Sensitive
user_022,prod_221,liked,5.0,22,Sensitive
user_022,prod_993,liked,5.0,22,Sensitive
user_022,prod_846,liked,5.0,22,Sensitive
user_022,prod_609,liked,5.0,22,Sensitive
user_022,prod_408,liked,5.0,22,Sensitive
user_022,prod_189,liked,5.0,22,Sensitive
user_022,prod_723,liked,5.0,22,Sensitive
user_022,prod_127,liked,5.0,22,Sensitive
user_022,prod_985,viewed,2.5,22,Sensitive
user_022,prod_641,viewed,2.5,22,Sensitive
user_022,prod_652,viewed,2.5,22,Sensitive
user_022,prod_105,viewed,2.5,22,Sensitive
user_022,prod_169,viewed,2.5,22,Sensitive
user_022,prod_564,viewed,1.0,22,Sensitive
user_022,prod_109,viewed,1.0,22,Sensitive
user_023,prod_335,liked,5.0,20,Combination
user_023,prod_1090,liked,5.0,20,Combination
user_023,prod_1149,liked,5.0,20,Combination
user_023,prod_1180,liked,5.0,20,Combination
user_023,prod_550,liked,5.0,20,Combination
user_023,prod_341,liked,5.0,20,Combination
user_023,prod_430,liked,5.0,20,Combination
user_023,prod_17,liked,5.0,20,Combination
user_023,prod_159,liked,5.0,20,Combination
user_023,prod_174,liked,5.0,20,Combination
user_023,prod_637,viewed,2.5,20,Combination
user_023,prod_823,viewed,2.5,20,Combination
user_023,prod_529,viewed,2.5,20,Combination
user_023,prod_110,viewed,2.5,20,Combination
user_023,prod_781,viewed,2.5,20,Combination
user_023,prod_908,viewed,1.0,20,Combination
user_023,prod_1160,viewed,1.0,20,Combination
user_024,prod_174,liked,5.0,26,Combination
user_024,prod_1103,liked,5.0,26,Combination
user_024,prod_335,liked,5.0,26,Combination
user_024,prod_1180,liked,5.0,26,Combination
user_024,prod_17,liked,5.0,26,Combination
user_024,prod_341,liked,5.0,26,Combination
user_024,prod_1090,liked,5.0,26,Combination
user_024,prod_1052,liked,5.0,26,Combination
user_024,prod_1149,liked,5.0,26,Combination
user_024,prod_430,liked,5.0,26,Combination
user_024,prod_1067,viewed,2.5,26,Combination
user_024,prod_130,viewed,2.5,26,Combination
user_024,prod_321,viewed,2.5,26,Combination
user_024,prod_810,viewed,2.5,26,Combination
user_024,prod_300,viewed,2.5,26,Combination
user_024,prod_425,viewed,1.0,26,Combination
user_024,prod_809,viewed,1.0,26,Combination
user_025,prod_46,liked,5.0,36,Oily
user_025,prod_59,liked,5.0,36,Oily
user_025,prod_915,liked,5.0,36,Oily
user_025,prod_339,liked,5.0,36,Oily
user_025,prod_237,liked,5.0,36,Oily
user_025,prod_220,liked,5.0,36,Oily
user_025,prod_920,liked,5.0,36,Oily
user_025,prod_859,liked,5.0,36,Oily
user_025,prod_45,liked,5.0,36,Oily
user_025,prod_393,liked,5.0,36,Oily
user_025,prod_289,viewed,2.5,36,Oily
user_025,prod_6,viewed,2.5,36,Oily
user_025,prod_663,viewed,2.5,36,Oily
user_025,prod_363,viewed,2.5,36,Oily
user_025,prod_109,viewed,2.5,36,Oily
user_025,prod_358,viewed,1.0,36,Oily
user_025,prod_519,viewed,1.0,36,Oily
user_026,prod_1003,liked,5.0,30,Normal
user_026,prod_148,liked,5.0,30,Normal
user_026,prod_609,liked,5.0,30,Normal
user_026,prod_682,liked,5.0,30,Normal
user_026,prod_714,liked,5.0,30,Normal
user_026,prod_162,liked,5.0,30,Normal
user_026,prod_1055,liked,5.0,30,Normal
user_026,prod_570,liked,5.0,30,Normal
user_026,prod_432,liked,5.0,30,Normal
user_026,prod_1018,liked,5.0,30,Normal
user_026,prod_33,viewed,2.5,30,Normal
user_026,prod_205,viewed,2.5,30,Normal
user_026,prod_846,viewed,2.5,30,Normal
user_026,prod_711,viewed,2.5,30,Normal
user_026,prod_177,viewed,2.5,30,Normal
user_026,prod_827,viewed,1.0,30,Normal
user_026,prod_54,viewed,1.0,30,Normal
user_027,prod_1054,liked,5.0,29,Dry
user_027,prod_92,liked,5.0,29,Dry
user_027,prod_1039,liked,5.0,29,Dry
user_027,prod_674,liked,5.0,29,Dry
user_027,prod_910,liked,5.0,29,Dry
user_027,prod_908,liked,5.0,29,Dry
user_027,prod_1095,liked,5.0,29,Dry
user_027,prod_393,liked,5.0,29,Dry
user_027,prod_36,liked,5.0,29,Dry
user_027,prod_832,liked,5.0,29,Dry
user_027,prod_292,viewed,2.5,29,Dry
user_027,prod_950,viewed,2.5,29,Dry
user_027,prod_436,viewed,2.5,29,Dry
user_027,prod_1052,viewed,2.5,29,Dry
user_027,prod_330,viewed,2.5,29,Dry
user_027,prod_1120,viewed,1.0,29,Dry
user_027,prod_803,viewed,1.0,29,Dry
user_028,prod_1052,liked,5.0,25,Combination
user_028,prod_341,liked,5.0,25,Combination
user_028,prod_17,liked,5.0,25,Combination
user_028,prod_1149,liked,5.0,25,Combination
user_028,prod_174,liked,5.0,25,Combination
user_028,prod_1090,liked,5.0,25,Combination
user_028,prod_430,liked,5.0,25,Combination
user_028,prod_1180,liked,5.0,25,Combination
user_028,prod_550,liked,5.0,25,Combination
user_028,prod_159,liked,5.0,25,Combination
user_028,prod_681,viewed,2.5,25,Combination
user_028,prod_441,viewed,2.5,25,Combination
user_028,prod_1086,viewed,2.5,25,Combination
user_028,prod_833,viewed,2.5,25,Combination
user_028,prod_392,viewed,2.5,25,Combination
user_028,prod_780,viewed,1.0,25,Combination
user_028,prod_838,viewed,1.0,25,Combination
user_029,prod_393,liked,5.0,37,Oily
user_029,prod_35,liked,5.0,37,Oily
user_029,prod_915,liked,5.0,37,Oily
user_029,prod_59,liked,5.0,37,Oily
user_029,prod_46,liked,5.0,37,Oily
user_029,prod_859,liked,5.0,37,Oily
user_029,prod_237,liked,5.0,37,Oily
user_029,prod_920,liked,5.0,37,Oily
user_029,prod_339,liked,5.0,37,Oily
user_029,prod_725,liked,5.0,37,Oily
user_029,prod_473,viewed,2.5,37,Oily
user_029,prod_748,viewed,2.5,37,Oily
user_029,prod_504,viewed,2.5,37,Oily
user_029,prod_79,viewed,2.5,37,Oily
user_029,prod_246,viewed,2.5,37,Oily
user_029,prod_841,viewed,1.0,37,Oily
user_029,prod_1038,viewed,1.0,37,Oily
user_030,prod_430,liked,5.0,20,Combination
user_030,prod_341,liked,5.0,20,Combination
user_030,prod_17,liked,5.0,20,Combination
user_030,prod_174,liked,5.0,20,Combination
user_030,prod_1052,liked,5.0,20,Combination
user_030,prod_335,liked,5.0,20,Combination
user_030,prod_1149,liked,5.0,20,Combination
user_030,prod_1180,liked,5.0,20,Combination
user_030,prod_1103,liked,5.0,20,Combination
user_030,prod_550,liked,5.0,20,Combination
user_030,prod_665,viewed,2.5,20,Combination
user_030,prod_397,viewed,2.5,20,Combination
user_030,prod_1182,viewed,2.5,20,Combination
user_030,prod_525,viewed,2.5,20,Combination
user_030,prod_295,viewed,2.5,20,Combination
user_030,prod_9,viewed,1.0,20,Combination
user_030,prod_997,viewed,1.0,20,Combination
user_031,prod_1097,liked,5.0,32,Dry
user_031,prod_908,liked,5.0,32,Dry
user_031,prod_92,liked,5.0,32,Dry
user_031,prod_832,liked,5.0,32,Dry
user_031,prod_393,liked,5.0,32,Dry
user_031,prod_1095,liked,5.0,32,Dry
user_031,prod_1039,liked,5.0,32,Dry
user_031,prod_1054,liked,5.0,32,Dry
user_031,prod_674,liked,5.0,32,Dry
user_031,prod_576,liked,5.0,32,Dry
user_031,prod_579,viewed,2.5,32,Dry
user_031,prod_461,viewed,2.5,32,Dry
user_031,prod_124,viewed,2.5,32,Dry
user_031,prod_817,viewed,2.5,32,Dry
user_031,prod_112,viewed,2.5,32,Dry
user_031,prod_520,viewed,1.0,32,Dry
user_031,prod_1022,viewed,1.0,32,Dry
user_032,prod_393,liked,5.0,40,Oily
user_032,prod_915,liked,5.0,40,Oily
user_032,prod_59,liked,5.0,40,Oily
user_032,prod_45,liked,5.0,40,Oily
user_032,prod_237,liked,5.0,40,Oily
user_032,prod_725,liked,5.0,40,Oily
user_032,prod_35,liked,5.0,40,Oily
user_032,prod_859,liked,5.0,40,Oily
user_032,prod_46,liked,5.0,40,Oily
user_032,prod_220,liked,5.0,40,Oily
user_032,prod_693,viewed,2.5,40,Oily
user_032,prod_747,viewed,2.5,40,Oily
user_032,prod_539,viewed,2.5,40,Oily
user_032,prod_131,viewed,2.5,40,Oily
user_032,prod_126,viewed,2.5,40,Oily
user_032,prod_123,viewed,1.0,40,Oily
user_032,prod_24,viewed,1.0,40,Oily
user_033,prod_432,liked,5.0,32,Normal
user_033,prod_1018,liked,5.0,32,Normal
user_033,prod_570,liked,5.0,32,Normal
user_033,prod_682,liked,5.0,32,Normal
user_033,prod_148,liked,5.0,32,Normal
user_033,prod_1003,liked,5.0,32,Normal
user_033,prod_714,liked,5.0,32,Normal
user_033,prod_1055,liked,5.0,32,Normal
user_033,prod_609,liked,5.0,32,Normal
user_033,prod_162,liked,5.0,32,Normal
user_033,prod_940,viewed,2.5,32,Normal
user_033,prod_636,viewed,2.5,32,Normal
user_033,prod_225,viewed,2.5,32,Normal
user_033,prod_83,viewed,2.5,32,Normal
user_033,prod_1122,viewed,2.5,32,Normal
user_033,prod_207,viewed,1.0,32,Normal
user_033,prod_459,viewed,1.0,32,Normal
user_034,prod_825,liked,5.0,35,Sensitive
user_034,prod_331,liked,5.0,35,Sensitive
user_034,prod_670,liked,5.0,35,Sensitive
user_034,prod_127,liked,5.0,35,Sensitive
user_034,prod_408,liked,5.0,35,Sensitive
user_034,prod_221,liked,5.0,35,Sensitive
user_034,prod_609,liked,5.0,35,Sensitive
user_034,prod_189,liked,5.0,35,Sensitive
user_034,prod_993,liked,5.0,35,Sensitive
user_034,prod_596,liked,5.0,35,Sensitive
user_034,prod_582,viewed,2.5,35,Sensitive
user_034,prod_663,viewed,2.5,35,Sensitive
user_034,prod_1083,viewed,2.5,35,Sensitive
user_034,prod_391,viewed,2.5,35,Sensitive
user_034,prod_910,viewed,2.5,35,Sensitive
user_034,prod_650,viewed,1.0,35,Sensitive
user_034,prod_590,viewed,1.0,35,Sensitive
user_035,prod_127,liked,5.0,25,Sensitive
user_035,prod_846,liked,5.0,25,Sensitive
user_035,prod_331,liked,5.0,25,Sensitive
user_035,prod_189,liked,5.0,25,Sensitive
user_035,prod_670,liked,5.0,25,Sensitive
user_035,prod_993,liked,5.0,25,Sensitive
user_035,prod_609,liked,5.0,25,Sensitive
user_035,prod_221,liked,5.0,25,Sensitive
user_035,prod_408,liked,5.0,25,Sensitive
user_035,prod_723,liked,5.0,25,Sensitive
user_035,prod_940,viewed,2.5,25,Sensitive
user_035,prod_652,viewed,2.5,25,Sensitive
user_035,prod_915,viewed,2.5,25,Sensitive
